,Precision,Recall,Accuracy,F1-score,AUC,Train Ratio,Number of true anomalies,Number of predicted anomalies,True Positives,False Positives,True Negatives,False Negatives
"AC_Power_B (KW) - IForest(behaviour='old', bootstrap=False, contamination=0.1, max_features=1.0,
    max_samples='auto', n_estimators=150, n_jobs=1, random_state=None,
    verbose=0) - Threshold: std * 0.1 - Execution Time: 0.9489545822143555",0.00,0.37,0.92,0.01,0.65,0.08,59,6298,22,6276,72232,37
"AC_Power_B (KW) - IForest(behaviour='old', bootstrap=False, contamination=0.15,
    max_features=1.0, max_samples='auto', n_estimators=150, n_jobs=1,
    random_state=None, verbose=0) - Threshold: std * 0.07 - Execution Time: 0.9862997531890869",0.00,0.39,0.86,0.00,0.63,0.08,59,10639,23,10616,67892,36
"AC_Power_B (KW) - KNN(algorithm='auto', contamination=0.001, leaf_size=30, method='largest',
  metric='minkowski', metric_params=None, n_jobs=1, n_neighbors=5, p=2,
  radius=1.0) - Threshold: std * 0.0 - Execution Time: 6.308231353759766",0.69,0.78,1.00,0.73,0.89,0.08,59,67,46,21,78487,13
"AC_Power_B (KW) - KNN(algorithm='auto', contamination=0.005, leaf_size=30, method='largest',
  metric='minkowski', metric_params=None, n_jobs=1, n_neighbors=5, p=2,
  radius=1.0) - Threshold: std * 0.0 - Execution Time: 6.147210359573364",0.55,0.78,1.00,0.64,0.89,0.08,59,84,46,38,78470,13
"AC_Power_B (KW) - KNN(algorithm='auto', contamination=0.01, leaf_size=30, method='largest',
  metric='minkowski', metric_params=None, n_jobs=1, n_neighbors=5, p=2,
  radius=1.0) - Threshold: std * 0.0 - Execution Time: 5.988264560699463",0.45,0.78,1.00,0.57,0.89,0.08,59,103,46,57,78451,13
"AC_Power_B (KW) - KNN(algorithm='auto', contamination=0.05, leaf_size=30, method='largest',
  metric='minkowski', metric_params=None, n_jobs=1, n_neighbors=5, p=2,
  radius=1.0) - Threshold: std * 0.0 - Execution Time: 5.92442512512207",0.02,0.78,0.96,0.03,0.87,0.08,59,2979,46,2933,75575,13
"AC_Power_B (KW) - KNN(algorithm='auto', contamination=0.1, leaf_size=30, method='largest',
  metric='minkowski', metric_params=None, n_jobs=1, n_neighbors=5, p=2,
  radius=1.0) - Threshold: std * 0.0 - Execution Time: 6.023861646652222",0.01,0.78,0.89,0.01,0.84,0.08,59,8537,46,8491,70017,13
"AC_Power_B (KW) - KNN(algorithm='auto', contamination=0.15, leaf_size=30, method='largest',
  metric='minkowski', metric_params=None, n_jobs=1, n_neighbors=5, p=2,
  radius=1.0) - Threshold: std * 0.0 - Execution Time: 5.847641229629517",0.00,0.78,0.87,0.01,0.83,0.08,59,9898,46,9852,68656,13
"AC_Power_B (KW) - ABOD(contamination=0.001, method='fast', n_neighbors=5) - Threshold: std * nan - Execution Time: 6.513618469238281",0.00,0.00,1.00,0.00,0.50,0.08,59,0,0,0,78508,59
"AC_Power_B (KW) - ABOD(contamination=0.005, method='fast', n_neighbors=5) - Threshold: std * nan - Execution Time: 6.850569725036621",0.00,0.00,1.00,0.00,0.50,0.08,59,0,0,0,78508,59
"AC_Power_B (KW) - ABOD(contamination=0.01, method='fast', n_neighbors=5) - Threshold: std * nan - Execution Time: 6.658280849456787",0.00,0.00,1.00,0.00,0.50,0.08,59,0,0,0,78508,59
"AC_Power_B (KW) - ABOD(contamination=0.05, method='fast', n_neighbors=5) - Threshold: std * nan - Execution Time: 6.765772581100464",0.00,0.00,1.00,0.00,0.50,0.08,59,0,0,0,78508,59
"AC_Power_B (KW) - ABOD(contamination=0.1, method='fast', n_neighbors=5) - Threshold: std * nan - Execution Time: 6.671492099761963",0.00,0.00,1.00,0.00,0.50,0.08,59,0,0,0,78508,59
"AC_Power_B (KW) - ABOD(contamination=0.15, method='fast', n_neighbors=5) - Threshold: std * nan - Execution Time: 6.734388589859009",0.00,0.00,1.00,0.00,0.50,0.08,59,0,0,0,78508,59
"AC_Power_B (KW) - HBOS(alpha=0.1, contamination=0.001, n_bins=10, tol=0.5) - Threshold: std * 18.14 - Execution Time: 0.004235029220581055",0.69,0.76,1.00,0.73,0.88,0.08,59,65,45,20,78488,14
"AC_Power_B (KW) - HBOS(alpha=0.1, contamination=0.005, n_bins=10, tol=0.5) - Threshold: std * 18.01 - Execution Time: 0.0029997825622558594",0.62,0.76,1.00,0.69,0.88,0.08,59,72,45,27,78481,14
"AC_Power_B (KW) - HBOS(alpha=0.1, contamination=0.01, n_bins=10, tol=0.5) - Threshold: std * 15.77 - Execution Time: 0.005000114440917969",0.43,0.76,1.00,0.55,0.88,0.08,59,105,45,60,78448,14
"AC_Power_B (KW) - HBOS(alpha=0.1, contamination=0.05, n_bins=10, tol=0.5) - Threshold: std * 15.77 - Execution Time: 0.004019498825073242",0.08,0.76,0.99,0.15,0.88,0.08,59,531,45,486,78022,14
"AC_Power_B (KW) - HBOS(alpha=0.1, contamination=0.1, n_bins=10, tol=0.5) - Threshold: std * 15.77 - Execution Time: 0.0050199031829833984",0.08,0.76,0.99,0.15,0.88,0.08,59,531,45,486,78022,14
"AC_Power_B (KW) - HBOS(alpha=0.1, contamination=0.15, n_bins=10, tol=0.5) - Threshold: std * 15.77 - Execution Time: 0.004999876022338867",0.08,0.76,0.99,0.15,0.88,0.08,59,531,45,486,78022,14
"AC_Power_B (KW) - ECOD(contamination=0.001, n_jobs=1) - Threshold: std * 9.17 - Execution Time: 0.031939029693603516",0.01,0.78,0.95,0.02,0.87,0.08,59,3799,46,3753,74755,13
"AC_Power_B (KW) - ECOD(contamination=0.005, n_jobs=1) - Threshold: std * 6.59 - Execution Time: 0.03014349937438965",0.01,0.78,0.95,0.02,0.87,0.08,59,3799,46,3753,74755,13
"AC_Power_B (KW) - ECOD(contamination=0.01, n_jobs=1) - Threshold: std * 5.78 - Execution Time: 0.024562358856201172",0.01,0.78,0.95,0.02,0.87,0.08,59,3799,46,3753,74755,13
"AC_Power_B (KW) - ECOD(contamination=0.05, n_jobs=1) - Threshold: std * 3.83 - Execution Time: 0.026421070098876953",0.01,0.78,0.95,0.02,0.87,0.08,59,3799,46,3753,74755,13
"AC_Power_B (KW) - ECOD(contamination=0.1, n_jobs=1) - Threshold: std * 3.01 - Execution Time: 0.027370929718017578",0.01,0.78,0.95,0.02,0.87,0.08,59,3799,46,3753,74755,13
"AC_Power_B (KW) - ECOD(contamination=0.15, n_jobs=1) - Threshold: std * 2.51 - Execution Time: 0.031220674514770508",0.01,0.78,0.93,0.02,0.85,0.08,59,5787,46,5741,72767,13
