,Precision,Recall,Accuracy,F1-score,AUC,Train Ratio,Number of true anomalies,Number of predicted anomalies,True Positives,False Positives,True Negatives,False Negatives
"AC_Power_B (KW) - IForest(behaviour='old', bootstrap=False, contamination=0.001,
    max_features=1.0, max_samples='auto', n_estimators=100, n_jobs=1,
    random_state=None, verbose=0) - Threshold: std * 3.38 - Execution Time: 0.35402512550354004",1.00,0.29,1.00,0.44,0.64,0.07,7,2,2,0,26182,5
"AC_Power_B (KW) - IForest(behaviour='old', bootstrap=False, contamination=0.005,
    max_features=1.0, max_samples='auto', n_estimators=100, n_jobs=1,
    random_state=None, verbose=0) - Threshold: std * 4.19 - Execution Time: 0.3404068946838379",1.00,0.29,1.00,0.44,0.64,0.07,7,2,2,0,26182,5
"AC_Power_B (KW) - IForest(behaviour='old', bootstrap=False, contamination=0.01,
    max_features=1.0, max_samples='auto', n_estimators=100, n_jobs=1,
    random_state=None, verbose=0) - Threshold: std * 2.89 - Execution Time: 0.3610811233520508",0.67,0.29,1.00,0.40,0.64,0.07,7,3,2,1,26181,5
"AC_Power_B (KW) - IForest(behaviour='old', bootstrap=False, contamination=0.05,
    max_features=1.0, max_samples='auto', n_estimators=100, n_jobs=1,
    random_state=None, verbose=0) - Threshold: std * 0.33 - Execution Time: 0.35147976875305176",0.00,0.29,0.97,0.01,0.63,0.07,7,665,2,663,25519,5
"AC_Power_B (KW) - IForest(behaviour='old', bootstrap=False, contamination=0.1, max_features=1.0,
    max_samples='auto', n_estimators=100, n_jobs=1, random_state=None,
    verbose=0) - Threshold: std * 0.13 - Execution Time: 0.35408449172973633",0.00,0.29,0.92,0.00,0.60,0.07,7,2143,2,2141,24041,5
"AC_Power_B (KW) - IForest(behaviour='old', bootstrap=False, contamination=0.15,
    max_features=1.0, max_samples='auto', n_estimators=100, n_jobs=1,
    random_state=None, verbose=0) - Threshold: std * 0.09 - Execution Time: 0.3572878837585449",0.00,0.29,0.87,0.00,0.58,0.07,7,3473,2,3471,22711,5
"AC_Power_B (KW) - IForest(behaviour='old', bootstrap=False, contamination=0.001,
    max_features=1.0, max_samples='auto', n_estimators=150, n_jobs=1,
    random_state=None, verbose=0) - Threshold: std * 4.08 - Execution Time: 0.5165798664093018",1.00,0.29,1.00,0.44,0.64,0.07,7,2,2,0,26182,5
"AC_Power_B (KW) - IForest(behaviour='old', bootstrap=False, contamination=0.005,
    max_features=1.0, max_samples='auto', n_estimators=150, n_jobs=1,
    random_state=None, verbose=0) - Threshold: std * 3.29 - Execution Time: 0.5237367153167725",1.00,0.29,1.00,0.44,0.64,0.07,7,2,2,0,26182,5
"AC_Power_B (KW) - IForest(behaviour='old', bootstrap=False, contamination=0.01,
    max_features=1.0, max_samples='auto', n_estimators=150, n_jobs=1,
    random_state=None, verbose=0) - Threshold: std * 4.58 - Execution Time: 0.5255684852600098",0.67,0.29,1.00,0.40,0.64,0.07,7,3,2,1,26181,5
"AC_Power_B (KW) - IForest(behaviour='old', bootstrap=False, contamination=0.05,
    max_features=1.0, max_samples='auto', n_estimators=150, n_jobs=1,
    random_state=None, verbose=0) - Threshold: std * 0.03 - Execution Time: 0.7357072830200195",0.00,0.29,0.98,0.01,0.63,0.07,7,637,2,635,25547,5
"AC_Power_B (KW) - IForest(behaviour='old', bootstrap=False, contamination=0.1, max_features=1.0,
    max_samples='auto', n_estimators=150, n_jobs=1, random_state=None,
    verbose=0) - Threshold: std * 0.08 - Execution Time: 0.5159847736358643",0.00,0.29,0.92,0.00,0.60,0.07,7,2066,2,2064,24118,5
"AC_Power_B (KW) - IForest(behaviour='old', bootstrap=False, contamination=0.15,
    max_features=1.0, max_samples='auto', n_estimators=150, n_jobs=1,
    random_state=None, verbose=0) - Threshold: std * 0.19 - Execution Time: 0.5188829898834229",0.00,0.29,0.88,0.00,0.58,0.07,7,3212,2,3210,22972,5
"AC_Power_B (KW) - KNN(algorithm='auto', contamination=0.001, leaf_size=30, method='largest',
  metric='minkowski', metric_params=None, n_jobs=1, n_neighbors=5, p=2,
  radius=1.0) - Threshold: std * 0.0 - Execution Time: 2.1073975563049316",1.00,0.57,1.00,0.73,0.79,0.07,7,4,4,0,26182,3
"AC_Power_B (KW) - KNN(algorithm='auto', contamination=0.005, leaf_size=30, method='largest',
  metric='minkowski', metric_params=None, n_jobs=1, n_neighbors=5, p=2,
  radius=1.0) - Threshold: std * 0.0 - Execution Time: 2.0975284576416016",0.67,0.57,1.00,0.62,0.79,0.07,7,6,4,2,26180,3
"AC_Power_B (KW) - KNN(algorithm='auto', contamination=0.01, leaf_size=30, method='largest',
  metric='minkowski', metric_params=None, n_jobs=1, n_neighbors=5, p=2,
  radius=1.0) - Threshold: std * 0.0 - Execution Time: 2.1175060272216797",0.44,0.57,1.00,0.50,0.79,0.07,7,9,4,5,26177,3
"AC_Power_B (KW) - KNN(algorithm='auto', contamination=0.05, leaf_size=30, method='largest',
  metric='minkowski', metric_params=None, n_jobs=1, n_neighbors=5, p=2,
  radius=1.0) - Threshold: std * 0.0 - Execution Time: 2.098083019256592",0.01,0.57,0.97,0.01,0.77,0.07,7,787,4,783,25399,3
"AC_Power_B (KW) - KNN(algorithm='auto', contamination=0.1, leaf_size=30, method='largest',
  metric='minkowski', metric_params=None, n_jobs=1, n_neighbors=5, p=2,
  radius=1.0) - Threshold: std * 0.0 - Execution Time: 2.078105926513672",0.00,0.57,0.91,0.00,0.74,0.07,7,2292,4,2288,23894,3
"AC_Power_B (KW) - KNN(algorithm='auto', contamination=0.15, leaf_size=30, method='largest',
  metric='minkowski', metric_params=None, n_jobs=1, n_neighbors=5, p=2,
  radius=1.0) - Threshold: std * 0.0 - Execution Time: 2.0883736610412598",0.00,0.57,0.90,0.00,0.73,0.07,7,2700,4,2696,23486,3
"AC_Power_B (KW) - ABOD(contamination=0.001, method='fast', n_neighbors=5) - Threshold: std * nan - Execution Time: 2.5418343544006348",0.00,0.00,1.00,0.00,0.50,0.07,7,0,0,0,26182,7
"AC_Power_B (KW) - ABOD(contamination=0.005, method='fast', n_neighbors=5) - Threshold: std * nan - Execution Time: 2.5379507541656494",0.00,0.00,1.00,0.00,0.50,0.07,7,0,0,0,26182,7
"AC_Power_B (KW) - ABOD(contamination=0.01, method='fast', n_neighbors=5) - Threshold: std * nan - Execution Time: 2.5404300689697266",0.00,0.00,1.00,0.00,0.50,0.07,7,0,0,0,26182,7
"AC_Power_B (KW) - ABOD(contamination=0.05, method='fast', n_neighbors=5) - Threshold: std * nan - Execution Time: 2.5348060131073",0.00,0.00,1.00,0.00,0.50,0.07,7,0,0,0,26182,7
"AC_Power_B (KW) - ABOD(contamination=0.1, method='fast', n_neighbors=5) - Threshold: std * nan - Execution Time: 2.5386805534362793",0.00,0.00,1.00,0.00,0.50,0.07,7,0,0,0,26182,7
"AC_Power_B (KW) - ABOD(contamination=0.15, method='fast', n_neighbors=5) - Threshold: std * nan - Execution Time: 2.5492022037506104",0.00,0.00,1.00,0.00,0.50,0.07,7,0,0,0,26182,7
"AC_Power_B (KW) - HBOS(alpha=0.1, contamination=0.001, n_bins=10, tol=0.5) - Threshold: std * 17.87 - Execution Time: 0.0",1.00,0.57,1.00,0.73,0.79,0.07,7,4,4,0,26182,3
"AC_Power_B (KW) - HBOS(alpha=0.1, contamination=0.005, n_bins=10, tol=0.5) - Threshold: std * 17.87 - Execution Time: 0.008452415466308594",1.00,0.57,1.00,0.73,0.79,0.07,7,4,4,0,26182,3
"AC_Power_B (KW) - HBOS(alpha=0.1, contamination=0.01, n_bins=10, tol=0.5) - Threshold: std * 15.65 - Execution Time: 0.0019059181213378906",1.00,0.57,1.00,0.73,0.79,0.07,7,4,4,0,26182,3
"AC_Power_B (KW) - HBOS(alpha=0.1, contamination=0.05, n_bins=10, tol=0.5) - Threshold: std * 15.65 - Execution Time: 0.0019464492797851562",0.02,0.57,0.99,0.04,0.78,0.07,7,184,4,180,26002,3
"AC_Power_B (KW) - HBOS(alpha=0.1, contamination=0.1, n_bins=10, tol=0.5) - Threshold: std * 15.65 - Execution Time: 0.0",0.02,0.57,0.99,0.04,0.78,0.07,7,184,4,180,26002,3
"AC_Power_B (KW) - HBOS(alpha=0.1, contamination=0.15, n_bins=10, tol=0.5) - Threshold: std * 15.65 - Execution Time: 0.007007122039794922",0.02,0.57,0.99,0.04,0.78,0.07,7,184,4,180,26002,3
"AC_Power_B (KW) - ECOD(contamination=0.001, n_jobs=1) - Threshold: std * 7.78 - Execution Time: 0.017404556274414062",0.00,0.57,0.96,0.01,0.76,0.07,7,1091,4,1087,25095,3
"AC_Power_B (KW) - ECOD(contamination=0.005, n_jobs=1) - Threshold: std * 6.81 - Execution Time: 0.014876365661621094",0.00,0.57,0.96,0.01,0.76,0.07,7,1091,4,1087,25095,3
"AC_Power_B (KW) - ECOD(contamination=0.01, n_jobs=1) - Threshold: std * 6.06 - Execution Time: 0.014295101165771484",0.00,0.57,0.96,0.01,0.76,0.07,7,1091,4,1087,25095,3
"AC_Power_B (KW) - ECOD(contamination=0.05, n_jobs=1) - Threshold: std * 4.15 - Execution Time: 0.014394044876098633",0.00,0.57,0.96,0.01,0.76,0.07,7,1091,4,1087,25095,3
"AC_Power_B (KW) - ECOD(contamination=0.1, n_jobs=1) - Threshold: std * 3.16 - Execution Time: 0.017089128494262695",0.00,0.57,0.96,0.01,0.76,0.07,7,1146,4,1142,25040,3
"AC_Power_B (KW) - ECOD(contamination=0.15, n_jobs=1) - Threshold: std * 2.63 - Execution Time: 0.01385641098022461",0.00,0.57,0.93,0.00,0.75,0.07,7,1730,4,1726,24456,3
