,Precision,Recall,Accuracy,F1-score,AUC,Train Ratio,Number of true anomalies,Number of predicted anomalies,True Positives,False Positives,True Negatives,False Negatives
"AC_Power_B (KW) - IForest(behaviour='old', bootstrap=False, contamination=0.1, max_features=1.0,
    max_samples='auto', n_estimators=150, n_jobs=1, random_state=None,
    verbose=0) - Threshold: std * 0.08 - Execution Time: 0.7485027313232422",0.00,0.32,0.91,0.00,0.62,0.07,22,4605,7,4598,47758,15
"AC_Power_B (KW) - IForest(behaviour='old', bootstrap=False, contamination=0.15,
    max_features=1.0, max_samples='auto', n_estimators=150, n_jobs=1,
    random_state=None, verbose=0) - Threshold: std * 0.01 - Execution Time: 0.7417213916778564",0.00,0.36,0.86,0.00,0.61,0.07,22,7385,8,7377,44979,14
"AC_Power_B (KW) - KNN(algorithm='auto', contamination=0.001, leaf_size=30, method='largest',
  metric='minkowski', metric_params=None, n_jobs=1, n_neighbors=5, p=2,
  radius=1.0) - Threshold: std * 0.0 - Execution Time: 4.052765130996704",0.83,0.68,1.00,0.75,0.84,0.07,22,18,15,3,52353,7
"AC_Power_B (KW) - KNN(algorithm='auto', contamination=0.005, leaf_size=30, method='largest',
  metric='minkowski', metric_params=None, n_jobs=1, n_neighbors=5, p=2,
  radius=1.0) - Threshold: std * 0.0 - Execution Time: 4.179682970046997",0.75,0.68,1.00,0.71,0.84,0.07,22,20,15,5,52351,7
"AC_Power_B (KW) - KNN(algorithm='auto', contamination=0.01, leaf_size=30, method='largest',
  metric='minkowski', metric_params=None, n_jobs=1, n_neighbors=5, p=2,
  radius=1.0) - Threshold: std * 0.0 - Execution Time: 4.178749322891235",0.65,0.68,1.00,0.67,0.84,0.07,22,23,15,8,52348,7
"AC_Power_B (KW) - KNN(algorithm='auto', contamination=0.05, leaf_size=30, method='largest',
  metric='minkowski', metric_params=None, n_jobs=1, n_neighbors=5, p=2,
  radius=1.0) - Threshold: std * 0.0 - Execution Time: 4.144416809082031",0.01,0.68,0.96,0.01,0.82,0.07,22,2108,15,2093,50263,7
"AC_Power_B (KW) - KNN(algorithm='auto', contamination=0.1, leaf_size=30, method='largest',
  metric='minkowski', metric_params=None, n_jobs=1, n_neighbors=5, p=2,
  radius=1.0) - Threshold: std * 0.0 - Execution Time: 4.270633697509766",0.00,0.68,0.90,0.01,0.79,0.07,22,5150,15,5135,47221,7
"AC_Power_B (KW) - KNN(algorithm='auto', contamination=0.15, leaf_size=30, method='largest',
  metric='minkowski', metric_params=None, n_jobs=1, n_neighbors=5, p=2,
  radius=1.0) - Threshold: std * 0.0 - Execution Time: 4.158129930496216",0.00,0.68,0.89,0.00,0.78,0.07,22,5998,15,5983,46373,7
"AC_Power_B (KW) - ABOD(contamination=0.001, method='fast', n_neighbors=5) - Threshold: std * nan - Execution Time: 4.662647008895874",0.00,0.00,1.00,0.00,0.50,0.07,22,0,0,0,52356,22
"AC_Power_B (KW) - ABOD(contamination=0.005, method='fast', n_neighbors=5) - Threshold: std * nan - Execution Time: 4.623819828033447",0.00,0.00,1.00,0.00,0.50,0.07,22,0,0,0,52356,22
"AC_Power_B (KW) - ABOD(contamination=0.01, method='fast', n_neighbors=5) - Threshold: std * nan - Execution Time: 4.5648698806762695",0.00,0.00,1.00,0.00,0.50,0.07,22,0,0,0,52356,22
"AC_Power_B (KW) - ABOD(contamination=0.05, method='fast', n_neighbors=5) - Threshold: std * nan - Execution Time: 4.57277250289917",0.00,0.00,1.00,0.00,0.50,0.07,22,0,0,0,52356,22
"AC_Power_B (KW) - ABOD(contamination=0.1, method='fast', n_neighbors=5) - Threshold: std * nan - Execution Time: 4.569079875946045",0.00,0.00,1.00,0.00,0.50,0.07,22,0,0,0,52356,22
"AC_Power_B (KW) - ABOD(contamination=0.15, method='fast', n_neighbors=5) - Threshold: std * nan - Execution Time: 4.589898347854614",0.00,0.00,1.00,0.00,0.50,0.07,22,0,0,0,52356,22
"AC_Power_B (KW) - HBOS(alpha=0.1, contamination=0.001, n_bins=10, tol=0.5) - Threshold: std * 18.32 - Execution Time: 0.004029512405395508",0.88,0.64,1.00,0.74,0.82,0.07,22,16,14,2,52354,8
"AC_Power_B (KW) - HBOS(alpha=0.1, contamination=0.005, n_bins=10, tol=0.5) - Threshold: std * 16.04 - Execution Time: 0.003554821014404297",0.82,0.64,1.00,0.72,0.82,0.07,22,17,14,3,52353,8
"AC_Power_B (KW) - HBOS(alpha=0.1, contamination=0.01, n_bins=10, tol=0.5) - Threshold: std * 16.04 - Execution Time: 0.0019991397857666016",0.82,0.64,1.00,0.72,0.82,0.07,22,17,14,3,52353,8
"AC_Power_B (KW) - HBOS(alpha=0.1, contamination=0.05, n_bins=10, tol=0.5) - Threshold: std * 16.04 - Execution Time: 0.003113985061645508",0.06,0.64,1.00,0.10,0.82,0.07,22,251,14,237,52119,8
"AC_Power_B (KW) - HBOS(alpha=0.1, contamination=0.1, n_bins=10, tol=0.5) - Threshold: std * 16.04 - Execution Time: 0.0029985904693603516",0.06,0.64,1.00,0.10,0.82,0.07,22,251,14,237,52119,8
"AC_Power_B (KW) - HBOS(alpha=0.1, contamination=0.15, n_bins=10, tol=0.5) - Threshold: std * 16.04 - Execution Time: 0.0040056705474853516",0.06,0.64,1.00,0.10,0.82,0.07,22,251,14,237,52119,8
"AC_Power_B (KW) - ECOD(contamination=0.001, n_jobs=1) - Threshold: std * 7.72 - Execution Time: 0.022154569625854492",0.01,0.68,0.95,0.01,0.82,0.07,22,2436,15,2421,49935,7
"AC_Power_B (KW) - ECOD(contamination=0.005, n_jobs=1) - Threshold: std * 6.5 - Execution Time: 0.021265506744384766",0.01,0.68,0.95,0.01,0.82,0.07,22,2436,15,2421,49935,7
"AC_Power_B (KW) - ECOD(contamination=0.01, n_jobs=1) - Threshold: std * 5.8 - Execution Time: 0.020660877227783203",0.01,0.68,0.95,0.01,0.82,0.07,22,2436,15,2421,49935,7
"AC_Power_B (KW) - ECOD(contamination=0.05, n_jobs=1) - Threshold: std * 4.0 - Execution Time: 0.020100116729736328",0.01,0.68,0.95,0.01,0.82,0.07,22,2436,15,2421,49935,7
"AC_Power_B (KW) - ECOD(contamination=0.1, n_jobs=1) - Threshold: std * 3.07 - Execution Time: 0.020992040634155273",0.01,0.68,0.95,0.01,0.82,0.07,22,2563,15,2548,49808,7
"AC_Power_B (KW) - ECOD(contamination=0.15, n_jobs=1) - Threshold: std * 2.65 - Execution Time: 0.022000551223754883",0.00,0.68,0.93,0.01,0.80,0.07,22,3878,15,3863,48493,7
