,Precision,Recall,Accuracy,F1-score,AUC,Train Ratio,Number of true anomalies,Number of predicted anomalies,True Positives,False Positives,True Negatives,False Negatives
"AC_Power_B (KW) - IForest(behaviour='old', bootstrap=False, contamination=0.1, max_features=1.0,
    max_samples='auto', n_estimators=150, n_jobs=1, random_state=None,
    verbose=0) - Threshold: std * 0.24 - Execution Time: 2.514094114303589",0.00,0.32,0.88,0.00,0.60,0.80,22,6153,7,6146,46210,15
"AC_Power_B (KW) - IForest(behaviour='old', bootstrap=False, contamination=0.15,
    max_features=1.0, max_samples='auto', n_estimators=150, n_jobs=1,
    random_state=None, verbose=0) - Threshold: std * 0.02 - Execution Time: 2.536365270614624",0.00,0.36,0.83,0.00,0.60,0.80,22,8909,8,8901,43455,14
"AC_Power_B (KW) - KNN(algorithm='auto', contamination=0.001, leaf_size=30, method='largest',
  metric='minkowski', metric_params=None, n_jobs=1, n_neighbors=5, p=2,
  radius=1.0) - Threshold: std * 0.0 - Execution Time: 11.201843976974487",0.83,0.68,1.00,0.75,0.84,0.80,22,18,15,3,52353,7
"AC_Power_B (KW) - KNN(algorithm='auto', contamination=0.005, leaf_size=30, method='largest',
  metric='minkowski', metric_params=None, n_jobs=1, n_neighbors=5, p=2,
  radius=1.0) - Threshold: std * 0.0 - Execution Time: 11.159512281417847",0.03,0.68,0.99,0.06,0.84,0.80,22,462,15,447,51909,7
"AC_Power_B (KW) - KNN(algorithm='auto', contamination=0.01, leaf_size=30, method='largest',
  metric='minkowski', metric_params=None, n_jobs=1, n_neighbors=5, p=2,
  radius=1.0) - Threshold: std * 0.0 - Execution Time: 11.238544225692749",0.02,0.68,0.98,0.03,0.83,0.80,22,875,15,860,51496,7
"AC_Power_B (KW) - KNN(algorithm='auto', contamination=0.05, leaf_size=30, method='largest',
  metric='minkowski', metric_params=None, n_jobs=1, n_neighbors=5, p=2,
  radius=1.0) - Threshold: std * 0.0 - Execution Time: 11.144161701202393",0.02,0.68,0.98,0.03,0.83,0.80,22,893,15,878,51478,7
"AC_Power_B (KW) - KNN(algorithm='auto', contamination=0.1, leaf_size=30, method='largest',
  metric='minkowski', metric_params=None, n_jobs=1, n_neighbors=5, p=2,
  radius=1.0) - Threshold: std * 0.0 - Execution Time: 11.228172063827515",0.02,0.68,0.98,0.03,0.83,0.80,22,893,15,878,51478,7
"AC_Power_B (KW) - KNN(algorithm='auto', contamination=0.15, leaf_size=30, method='largest',
  metric='minkowski', metric_params=None, n_jobs=1, n_neighbors=5, p=2,
  radius=1.0) - Threshold: std * 0.0 - Execution Time: 11.13736629486084",0.02,0.68,0.98,0.03,0.83,0.80,22,893,15,878,51478,7
"AC_Power_B (KW) - ABOD(contamination=0.001, method='fast', n_neighbors=5) - Threshold: std * nan - Execution Time: 17.57754397392273",0.00,0.00,1.00,0.00,0.50,0.80,22,0,0,0,52356,22
"AC_Power_B (KW) - ABOD(contamination=0.005, method='fast', n_neighbors=5) - Threshold: std * nan - Execution Time: 17.677806854248047",0.00,0.00,1.00,0.00,0.50,0.80,22,0,0,0,52356,22
"AC_Power_B (KW) - ABOD(contamination=0.01, method='fast', n_neighbors=5) - Threshold: std * nan - Execution Time: 17.992947101593018",0.00,0.00,1.00,0.00,0.50,0.80,22,0,0,0,52356,22
"AC_Power_B (KW) - ABOD(contamination=0.05, method='fast', n_neighbors=5) - Threshold: std * nan - Execution Time: 18.153981924057007",0.00,0.00,1.00,0.00,0.50,0.80,22,0,0,0,52356,22
"AC_Power_B (KW) - ABOD(contamination=0.1, method='fast', n_neighbors=5) - Threshold: std * nan - Execution Time: 17.677393674850464",0.00,0.00,1.00,0.00,0.50,0.80,22,0,0,0,52356,22
"AC_Power_B (KW) - ABOD(contamination=0.15, method='fast', n_neighbors=5) - Threshold: std * nan - Execution Time: 17.55047631263733",0.00,0.00,1.00,0.00,0.50,0.80,22,0,0,0,52356,22
"AC_Power_B (KW) - HBOS(alpha=0.1, contamination=0.001, n_bins=10, tol=0.5) - Threshold: std * 1436.07 - Execution Time: 0.009677410125732422",1.00,0.27,1.00,0.43,0.64,0.80,22,6,6,0,52356,16
"AC_Power_B (KW) - HBOS(alpha=0.1, contamination=0.005, n_bins=10, tol=0.5) - Threshold: std * 1436.07 - Execution Time: 0.006998538970947266",1.00,0.27,1.00,0.43,0.64,0.80,22,6,6,0,52356,16
"AC_Power_B (KW) - HBOS(alpha=0.1, contamination=0.01, n_bins=10, tol=0.5) - Threshold: std * 1436.07 - Execution Time: 0.009478569030761719",1.00,0.27,1.00,0.43,0.64,0.80,22,6,6,0,52356,16
"AC_Power_B (KW) - HBOS(alpha=0.1, contamination=0.05, n_bins=10, tol=0.5) - Threshold: std * 1436.07 - Execution Time: 0.010449647903442383",1.00,0.27,1.00,0.43,0.64,0.80,22,6,6,0,52356,16
"AC_Power_B (KW) - HBOS(alpha=0.1, contamination=0.1, n_bins=10, tol=0.5) - Threshold: std * 1436.07 - Execution Time: 0.007005214691162109",1.00,0.27,1.00,0.43,0.64,0.80,22,6,6,0,52356,16
"AC_Power_B (KW) - HBOS(alpha=0.1, contamination=0.15, n_bins=10, tol=0.5) - Threshold: std * 1436.07 - Execution Time: 0.008839607238769531",1.00,0.27,1.00,0.43,0.64,0.80,22,6,6,0,52356,16
"AC_Power_B (KW) - ECOD(contamination=0.001, n_jobs=1) - Threshold: std * 7.57 - Execution Time: 0.1228952407836914",0.00,0.68,0.89,0.01,0.79,0.80,22,5693,15,5678,46678,7
"AC_Power_B (KW) - ECOD(contamination=0.005, n_jobs=1) - Threshold: std * 6.46 - Execution Time: 0.1230771541595459",0.00,0.68,0.89,0.01,0.79,0.80,22,5693,15,5678,46678,7
"AC_Power_B (KW) - ECOD(contamination=0.01, n_jobs=1) - Threshold: std * 5.78 - Execution Time: 0.11799764633178711",0.00,0.68,0.89,0.01,0.79,0.80,22,5693,15,5678,46678,7
"AC_Power_B (KW) - ECOD(contamination=0.05, n_jobs=1) - Threshold: std * 3.97 - Execution Time: 0.12224292755126953",0.00,0.68,0.89,0.01,0.79,0.80,22,5693,15,5678,46678,7
"AC_Power_B (KW) - ECOD(contamination=0.1, n_jobs=1) - Threshold: std * 3.06 - Execution Time: 0.11586308479309082",0.00,0.68,0.89,0.01,0.79,0.80,22,5693,15,5678,46678,7
"AC_Power_B (KW) - ECOD(contamination=0.15, n_jobs=1) - Threshold: std * 2.57 - Execution Time: 0.12079119682312012",0.00,0.68,0.89,0.01,0.78,0.80,22,5940,15,5925,46431,7
