,Precision,Recall,Accuracy,F1-score,AUC,Train Ratio,Number of true anomalies,Number of predicted anomalies,True Positives,False Positives,True Negatives,False Negatives
"AC_Power_B (KW) - IForest(behaviour='old', bootstrap=False, contamination=0.15,
    max_features=1.0, max_samples='auto', n_estimators=150, n_jobs=1,
    random_state=None, verbose=0) - Threshold: std * 0.0 - Execution Time: 2.4552760124206543",0.00,0.29,0.85,0.00,0.57,0.90,7,3821,2,3819,22363,5
"AC_Power_B (KW) - KNN(algorithm='auto', contamination=0.001, leaf_size=30, method='largest',
  metric='minkowski', metric_params=None, n_jobs=1, n_neighbors=5, p=2,
  radius=1.0) - Threshold: std * 0.0 - Execution Time: 9.0539391040802",1.00,0.57,1.00,0.73,0.79,0.90,7,4,4,0,26182,3
"AC_Power_B (KW) - KNN(algorithm='auto', contamination=0.005, leaf_size=30, method='largest',
  metric='minkowski', metric_params=None, n_jobs=1, n_neighbors=5, p=2,
  radius=1.0) - Threshold: std * 0.0 - Execution Time: 8.96551251411438",0.06,0.57,1.00,0.10,0.78,0.90,7,70,4,66,26116,3
"AC_Power_B (KW) - KNN(algorithm='auto', contamination=0.01, leaf_size=30, method='largest',
  metric='minkowski', metric_params=None, n_jobs=1, n_neighbors=5, p=2,
  radius=1.0) - Threshold: std * 0.0 - Execution Time: 8.887163639068604",0.01,0.57,0.99,0.03,0.78,0.90,7,300,4,296,25886,3
"AC_Power_B (KW) - KNN(algorithm='auto', contamination=0.05, leaf_size=30, method='largest',
  metric='minkowski', metric_params=None, n_jobs=1, n_neighbors=5, p=2,
  radius=1.0) - Threshold: std * 0.0 - Execution Time: 8.972589015960693",0.01,0.57,0.99,0.03,0.78,0.90,7,300,4,296,25886,3
"AC_Power_B (KW) - KNN(algorithm='auto', contamination=0.1, leaf_size=30, method='largest',
  metric='minkowski', metric_params=None, n_jobs=1, n_neighbors=5, p=2,
  radius=1.0) - Threshold: std * 0.0 - Execution Time: 8.96494197845459",0.01,0.57,0.99,0.03,0.78,0.90,7,300,4,296,25886,3
"AC_Power_B (KW) - KNN(algorithm='auto', contamination=0.15, leaf_size=30, method='largest',
  metric='minkowski', metric_params=None, n_jobs=1, n_neighbors=5, p=2,
  radius=1.0) - Threshold: std * 0.0 - Execution Time: 8.922323226928711",0.01,0.57,0.99,0.03,0.78,0.90,7,300,4,296,25886,3
"AC_Power_B (KW) - ABOD(contamination=0.001, method='fast', n_neighbors=5) - Threshold: std * nan - Execution Time: 16.431113481521606",0.00,0.00,1.00,0.00,0.50,0.90,7,0,0,0,26182,7
"AC_Power_B (KW) - ABOD(contamination=0.005, method='fast', n_neighbors=5) - Threshold: std * nan - Execution Time: 16.35330033302307",0.00,0.00,1.00,0.00,0.50,0.90,7,0,0,0,26182,7
"AC_Power_B (KW) - ABOD(contamination=0.01, method='fast', n_neighbors=5) - Threshold: std * nan - Execution Time: 16.31378722190857",0.00,0.00,1.00,0.00,0.50,0.90,7,0,0,0,26182,7
"AC_Power_B (KW) - ABOD(contamination=0.05, method='fast', n_neighbors=5) - Threshold: std * nan - Execution Time: 16.423116445541382",0.00,0.00,1.00,0.00,0.50,0.90,7,0,0,0,26182,7
"AC_Power_B (KW) - ABOD(contamination=0.1, method='fast', n_neighbors=5) - Threshold: std * nan - Execution Time: 16.461960315704346",0.00,0.00,1.00,0.00,0.50,0.90,7,0,0,0,26182,7
"AC_Power_B (KW) - ABOD(contamination=0.15, method='fast', n_neighbors=5) - Threshold: std * nan - Execution Time: 16.4180908203125",0.00,0.00,1.00,0.00,0.50,0.90,7,0,0,0,26182,7
"AC_Power_B (KW) - HBOS(alpha=0.1, contamination=0.001, n_bins=10, tol=0.5) - Threshold: std * 1302.8 - Execution Time: 0.008342742919921875",1.00,0.29,1.00,0.44,0.64,0.90,7,2,2,0,26182,5
"AC_Power_B (KW) - HBOS(alpha=0.1, contamination=0.005, n_bins=10, tol=0.5) - Threshold: std * 1302.8 - Execution Time: 0.0065097808837890625",1.00,0.29,1.00,0.44,0.64,0.90,7,2,2,0,26182,5
"AC_Power_B (KW) - HBOS(alpha=0.1, contamination=0.01, n_bins=10, tol=0.5) - Threshold: std * 1302.8 - Execution Time: 0.005503416061401367",1.00,0.29,1.00,0.44,0.64,0.90,7,2,2,0,26182,5
"AC_Power_B (KW) - HBOS(alpha=0.1, contamination=0.05, n_bins=10, tol=0.5) - Threshold: std * 1302.8 - Execution Time: 0.006988525390625",1.00,0.29,1.00,0.44,0.64,0.90,7,2,2,0,26182,5
"AC_Power_B (KW) - HBOS(alpha=0.1, contamination=0.1, n_bins=10, tol=0.5) - Threshold: std * 1302.8 - Execution Time: 0.0062808990478515625",1.00,0.29,1.00,0.44,0.64,0.90,7,2,2,0,26182,5
"AC_Power_B (KW) - HBOS(alpha=0.1, contamination=0.15, n_bins=10, tol=0.5) - Threshold: std * 1302.8 - Execution Time: 0.008373260498046875",1.00,0.29,1.00,0.44,0.64,0.90,7,2,2,0,26182,5
"AC_Power_B (KW) - ECOD(contamination=0.001, n_jobs=1) - Threshold: std * 7.88 - Execution Time: 0.12863445281982422",0.00,0.57,0.91,0.00,0.74,0.90,7,2355,4,2351,23831,3
"AC_Power_B (KW) - ECOD(contamination=0.005, n_jobs=1) - Threshold: std * 7.0 - Execution Time: 0.11273884773254395",0.00,0.57,0.91,0.00,0.74,0.90,7,2355,4,2351,23831,3
"AC_Power_B (KW) - ECOD(contamination=0.01, n_jobs=1) - Threshold: std * 6.21 - Execution Time: 0.11586785316467285",0.00,0.57,0.91,0.00,0.74,0.90,7,2355,4,2351,23831,3
"AC_Power_B (KW) - ECOD(contamination=0.05, n_jobs=1) - Threshold: std * 3.87 - Execution Time: 0.13408303260803223",0.00,0.57,0.91,0.00,0.74,0.90,7,2355,4,2351,23831,3
"AC_Power_B (KW) - ECOD(contamination=0.1, n_jobs=1) - Threshold: std * 2.89 - Execution Time: 0.12428545951843262",0.00,0.57,0.91,0.00,0.74,0.90,7,2355,4,2351,23831,3
"AC_Power_B (KW) - ECOD(contamination=0.15, n_jobs=1) - Threshold: std * 2.42 - Execution Time: 0.11903715133666992",0.00,0.57,0.90,0.00,0.74,0.90,7,2493,4,2489,23693,3
